,WorkerId,HumanCondition,FeedbackCondition,GoodCondition,Topic,SelfAssessment,OtherAssessment,TruePerformance,OtherPerformance,Round
411,A1WZY0K6IE3ASG,True,True,False,4,9,7,12,6,3
412,A1WZY0K6IE3ASG,True,True,False,2,10,6,12,8,4
413,A1WZY0K6IE3ASG,True,True,False,3,8,6,6,4,4
414,A1WZY0K6IE3ASG,True,True,False,1,6,5,8,5,4
415,A1WZY0K6IE3ASG,True,True,False,4,9,7,10,8,4
416,A1200WXB1067CI,True,True,False,4,8,9,3,10,1
417,A1200WXB1067CI,True,True,False,1,11,9,4,3,1
418,A1200WXB1067CI,True,True,False,3,11,9,1,5,1
419,A1200WXB1067CI,True,True,False,2,8,6,3,4,1
420,A1200WXB1067CI,True,True,False,4,8,7,5,12,2
421,A1200WXB1067CI,True,True,False,1,6,8,5,4,2
422,A1200WXB1067CI,True,True,False,3,8,7,5,5,2
423,A1200WXB1067CI,True,True,False,2,7,6,5,6,2
424,A1200WXB1067CI,True,True,False,4,9,7,7,9,3
425,A1200WXB1067CI,True,True,False,1,9,11,3,2,3
426,A1200WXB1067CI,True,True,False,3,8,6,4,2,3
427,A1200WXB1067CI,True,True,False,2,9,8,2,4,3
428,A1200WXB1067CI,True,True,False,4,7,7,1,10,4
429,A1200WXB1067CI,True,True,False,1,7,6,2,2,4
430,A1200WXB1067CI,True,True,False,3,10,8,2,9,4
431,A1200WXB1067CI,True,True,False,2,7,9,4,6,4
432,A34JQ0NB3F5C8E,False,False,True,2,3,12,5,10,1
433,A34JQ0NB3F5C8E,False,False,True,3,4,12,4,6,1
434,A34JQ0NB3F5C8E,False,False,True,1,4,10,2,9,1
435,A34JQ0NB3F5C8E,False,False,True,4,6,10,6,11,1
436,A34JQ0NB3F5C8E,False,False,True,2,2,11,0,6,2
437,A34JQ0NB3F5C8E,False,False,True,3,1,9,5,10,2
438,A34JQ0NB3F5C8E,False,False,True,1,3,7,2,10,2
439,A34JQ0NB3F5C8E,False,False,True,4,8,12,11,10,2
440,A34JQ0NB3F5C8E,False,False,True,2,2,9,2,8,3
441,A34JQ0NB3F5C8E,False,False,True,3,4,12,2,9,3
442,A34JQ0NB3F5C8E,False,False,True,1,2,9,2,10,3
443,A34JQ0NB3F5C8E,False,False,True,4,6,11,6,11,3
444,A34JQ0NB3F5C8E,False,False,True,2,2,10,2,11,4
445,A34JQ0NB3F5C8E,False,False,True,3,3,12,4,9,4
446,A34JQ0NB3F5C8E,False,False,True,1,2,8,5,8,4
447,A34JQ0NB3F5C8E,False,False,True,4,6,11,9,11,4
448,A2T0P6DJFRIYJV,False,False,True,4,10,11,10,10,1
449,A2T0P6DJFRIYJV,False,False,True,2,5,10,4,6,1
450,A2T0P6DJFRIYJV,False,False,True,3,7,6,8,10,1
451,A2T0P6DJFRIYJV,False,False,True,1,3,6,2,9,1
452,A2T0P6DJFRIYJV,False,False,True,4,4,7,9,11,2
453,A2T0P6DJFRIYJV,False,False,True,2,4,10,5,11,2
454,A2T0P6DJFRIYJV,False,False,True,3,6,4,5,6,2
455,A2T0P6DJFRIYJV,False,False,True,1,2,5,4,8,2
456,A2T0P6DJFRIYJV,False,False,True,4,8,5,8,11,3
457,A2T0P6DJFRIYJV,False,False,True,2,1,5,4,8,3
458,A2T0P6DJFRIYJV,False,False,True,3,7,10,7,9,3
459,A2T0P6DJFRIYJV,False,False,True,1,3,1,5,10,3
460,A2T0P6DJFRIYJV,False,False,True,4,8,5,9,11,4
461,A2T0P6DJFRIYJV,False,False,True,2,3,0,3,10,4
462,A2T0P6DJFRIYJV,False,False,True,3,5,10,7,9,4
463,A2T0P6DJFRIYJV,False,False,True,1,2,5,3,10,4
464,AZD6B2OGR61B9,True,True,True,1,3,8,3,8,1
465,AZD6B2OGR61B9,True,True,True,2,2,9,2,11,1
466,AZD6B2OGR61B9,True,True,True,3,8,10,8,8,1
467,AZD6B2OGR61B9,True,True,True,4,11,12,11,10,1
468,AZD6B2OGR61B9,True,True,True,1,8,11,8,11,2
469,AZD6B2OGR61B9,True,True,True,2,8,2,8,7,2
470,AZD6B2OGR61B9,True,True,True,3,6,2,2,9,2
471,AZD6B2OGR61B9,True,True,True,4,11,11,11,11,2
472,AZD6B2OGR61B9,True,True,True,1,10,10,9,7,3
473,AZD6B2OGR61B9,True,True,True,2,9,3,9,10,3
474,AZD6B2OGR61B9,True,True,True,3,9,7,6,7,3
475,AZD6B2OGR61B9,True,True,True,4,9,9,10,12,3
476,AZD6B2OGR61B9,True,True,True,1,8,7,0,10,4
477,AZD6B2OGR61B9,True,True,True,2,8,6,1,9,4
478,AZD6B2OGR61B9,True,True,True,3,8,6,6,10,4
479,AZD6B2OGR61B9,True,True,True,4,10,9,11,11,4
480,A2H5BVIGPZONFZ,True,True,True,1,6,7,5,10,1
481,A2H5BVIGPZONFZ,True,True,True,4,7,8,4,10,1
482,A2H5BVIGPZONFZ,True,True,True,3,7,8,3,10,1
483,A2H5BVIGPZONFZ,True,True,True,2,7,8,5,8,1
484,A2H5BVIGPZONFZ,True,True,True,1,7,9,6,9,2
485,A2H5BVIGPZONFZ,True,True,True,4,7,9,2,12,2
486,A2H5BVIGPZONFZ,True,True,True,3,7,8,3,10,2
487,A2H5BVIGPZONFZ,True,True,True,2,7,9,3,9,2
488,A2H5BVIGPZONFZ,True,True,True,1,9,8,3,10,3
489,A2H5BVIGPZONFZ,True,True,True,4,7,8,4,10,3
490,A2H5BVIGPZONFZ,True,True,True,3,6,8,3,8,3
491,A2H5BVIGPZONFZ,True,True,True,2,9,10,5,9,3
492,A2H5BVIGPZONFZ,True,True,True,1,7,8,2,10,4
493,A2H5BVIGPZONFZ,True,True,True,4,5,6,2,12,4
494,A2H5BVIGPZONFZ,True,True,True,3,5,8,1,6,4
495,A2H5BVIGPZONFZ,True,True,True,2,5,7,4,9,4
496,A1OXTG915E1PVZ,True,True,True,1,11,12,12,9,1
497,A1OXTG915E1PVZ,True,True,True,4,10,9,8,12,1
498,A1OXTG915E1PVZ,True,True,True,3,7,9,6,6,1
499,A1OXTG915E1PVZ,True,True,True,2,9,10,6,9,1
500,A1OXTG915E1PVZ,True,True,True,1,7,9,2,10,2
501,A1OXTG915E1PVZ,True,True,True,4,10,10,10,12,2
502,A1OXTG915E1PVZ,True,True,True,3,7,9,6,8,2
503,A1OXTG915E1PVZ,True,True,True,2,5,7,5,9,2
504,A1OXTG915E1PVZ,True,True,True,1,5,7,4,10,3
505,A1OXTG915E1PVZ,True,True,True,4,9,10,10,10,3
506,A1OXTG915E1PVZ,True,True,True,3,8,9,4,10,3
507,A1OXTG915E1PVZ,True,True,True,2,8,9,4,9,3
508,A1OXTG915E1PVZ,True,True,True,1,9,10,3,10,4
509,A1OXTG915E1PVZ,True,True,True,4,10,9,10,10,4
510,A1OXTG915E1PVZ,True,True,True,3,6,7,4,10,4
511,A1OXTG915E1PVZ,True,True,True,2,6,7,4,8,4
512,A23HHG2AXB5D8Z,False,True,True,4,8,10,8,11,1
513,A23HHG2AXB5D8Z,False,True,True,1,3,10,3,10,1
514,A23HHG2AXB5D8Z,False,True,True,3,0,6,0,6,1
515,A23HHG2AXB5D8Z,False,True,True,2,2,8,2,11,1
516,A23HHG2AXB5D8Z,False,True,True,4,8,11,8,11,2
517,A23HHG2AXB5D8Z,False,True,True,1,4,9,4,9,2
518,A23HHG2AXB5D8Z,False,True,True,3,2,10,2,10,2
519,A23HHG2AXB5D8Z,False,True,True,2,4,6,4,6,2
520,A23HHG2AXB5D8Z,False,True,True,4,7,11,7,10,3
521,A23HHG2AXB5D8Z,False,True,True,1,5,8,5,8,3
522,A23HHG2AXB5D8Z,False,True,True,3,1,9,1,9,3
523,A23HHG2AXB5D8Z,False,True,True,2,1,10,1,8,3
524,A23HHG2AXB5D8Z,False,True,True,4,5,11,5,11,4
525,A23HHG2AXB5D8Z,False,True,True,1,5,10,5,10,4
526,A23HHG2AXB5D8Z,False,True,True,3,3,9,3,9,4
527,A23HHG2AXB5D8Z,False,True,True,2,3,11,3,10,4
528,A15V8OX1VPVZEX,False,True,True,4,12,11,12,10,1
529,A15V8OX1VPVZEX,False,True,True,1,12,11,9,10,1
530,A15V8OX1VPVZEX,False,True,True,2,12,12,3,6,1
531,A15V8OX1VPVZEX,False,True,True,3,11,12,3,9,1
532,A15V8OX1VPVZEX,False,True,True,4,11,12,4,11,2
533,A15V8OX1VPVZEX,False,True,True,1,11,12,3,8,2
534,A15V8OX1VPVZEX,False,True,True,2,11,12,4,10,2
535,A15V8OX1VPVZEX,False,True,True,3,12,12,5,6,2
536,A15V8OX1VPVZEX,False,True,True,4,12,12,9,11,3
537,A15V8OX1VPVZEX,False,True,True,1,12,11,3,9,3
538,A15V8OX1VPVZEX,False,True,True,2,11,12,3,11,3
539,A15V8OX1VPVZEX,False,True,True,3,11,12,4,9,3
540,A15V8OX1VPVZEX,False,True,True,4,11,12,8,11,4
541,A15V8OX1VPVZEX,False,True,True,1,12,12,4,10,4
542,A15V8OX1VPVZEX,False,True,True,2,11,12,2,8,4
543,A15V8OX1VPVZEX,False,True,True,3,11,12,1,10,4
544,A3D0G2YR1ZPDND,False,True,True,1,12,12,11,8,1
545,A3D0G2YR1ZPDND,False,True,True,2,10,7,12,10,1
546,A3D0G2YR1ZPDND,False,True,True,3,11,9,10,9,1
547,A3D0G2YR1ZPDND,False,True,True,4,9,9,10,11,1
548,A3D0G2YR1ZPDND,False,True,True,1,10,11,10,9,2
549,A3D0G2YR1ZPDND,False,True,True,2,10,10,8,11,2
550,A3D0G2YR1ZPDND,False,True,True,3,10,10,9,9,2
551,A3D0G2YR1ZPDND,False,True,True,4,9,9,10,10,2
552,A3D0G2YR1ZPDND,False,True,True,1,6,9,5,10,3
553,A3D0G2YR1ZPDND,False,True,True,2,6,9,3,6,3
554,A3D0G2YR1ZPDND,False,True,True,3,6,10,5,6,3
555,A3D0G2YR1ZPDND,False,True,True,4,8,10,9,11,3
556,A3D0G2YR1ZPDND,False,True,True,1,7,9,8,10,4
557,A3D0G2YR1ZPDND,False,True,True,2,4,8,4,8,4
558,A3D0G2YR1ZPDND,False,True,True,3,4,9,3,10,4
559,A3D0G2YR1ZPDND,False,True,True,4,8,10,6,11,4
560,A1HI9B1MMCMVAZ,True,False,True,2,8,7,7,11,1
561,A1HI9B1MMCMVAZ,True,False,True,3,4,5,3,10,1
562,A1HI9B1MMCMVAZ,True,False,True,1,2,4,6,8,1
563,A1HI9B1MMCMVAZ,True,False,True,4,11,9,11,9,1
564,A1HI9B1MMCMVAZ,True,False,True,2,7,6,8,8,2
565,A1HI9B1MMCMVAZ,True,False,True,3,4,5,8,11,2
566,A1HI9B1MMCMVAZ,True,False,True,1,3,5,5,9,2
567,A1HI9B1MMCMVAZ,True,False,True,4,10,8,9,9,2
568,A1HI9B1MMCMVAZ,True,False,True,2,10,8,9,7,3
569,A1HI9B1MMCMVAZ,True,False,True,3,5,6,4,10,3
570,A1HI9B1MMCMVAZ,True,False,True,1,4,6,2,12,3
571,A1HI9B1MMCMVAZ,True,False,True,4,10,7,9,11,3
572,A1HI9B1MMCMVAZ,True,False,True,2,8,6,9,11,4
573,A1HI9B1MMCMVAZ,True,False,True,3,6,7,6,10,4
574,A1HI9B1MMCMVAZ,True,False,True,1,3,4,4,12,4
575,A1HI9B1MMCMVAZ,True,False,True,4,9,8,9,10,4
576,AUQ79MANVDU9B,True,False,True,2,8,6,10,9,1
577,AUQ79MANVDU9B,True,False,True,3,4,4,7,8,1
578,AUQ79MANVDU9B,True,False,True,1,3,3,6,10,1
579,AUQ79MANVDU9B,True,False,True,4,8,7,10,12,1
580,AUQ79MANVDU9B,True,False,True,2,11,7,12,9,2
581,AUQ79MANVDU9B,True,False,True,3,4,4,3,10,2
582,AUQ79MANVDU9B,True,False,True,1,3,3,7,9,2
583,AUQ79MANVDU9B,True,False,True,4,8,7,9,12,2
584,AUQ79MANVDU9B,True,False,True,2,9,6,9,9,3
585,AUQ79MANVDU9B,True,False,True,3,3,4,8,10,3
586,AUQ79MANVDU9B,True,False,True,1,1,2,5,10,3
587,AUQ79MANVDU9B,True,False,True,4,8,7,9,10,3
588,AUQ79MANVDU9B,True,False,True,2,9,6,11,8,4
589,AUQ79MANVDU9B,True,False,True,3,2,3,5,6,4
590,AUQ79MANVDU9B,True,False,True,1,2,3,3,10,4
591,AUQ79MANVDU9B,True,False,True,4,10,9,11,10,4
592,A183WYXN12P2TJ,True,False,True,1,3,6,6,10,1
593,A183WYXN12P2TJ,True,False,True,4,11,10,12,11,1
594,A183WYXN12P2TJ,True,False,True,3,9,10,7,9,1
595,A183WYXN12P2TJ,True,False,True,2,10,9,11,7,1
596,A183WYXN12P2TJ,True,False,True,1,6,9,4,6,2
597,A183WYXN12P2TJ,True,False,True,4,11,10,12,12,2
598,A183WYXN12P2TJ,True,False,True,3,7,8,7,9,2
599,A183WYXN12P2TJ,True,False,True,2,10,11,12,9,2
600,A183WYXN12P2TJ,True,False,True,1,5,9,6,11,3
601,A183WYXN12P2TJ,True,False,True,4,10,9,11,12,3
602,A183WYXN12P2TJ,True,False,True,3,5,7,3,9,3
603,A183WYXN12P2TJ,True,False,True,2,10,9,11,7,3
604,A183WYXN12P2TJ,True,False,True,1,4,8,6,9,4
605,A183WYXN12P2TJ,True,False,True,4,9,10,11,11,4
606,A183WYXN12P2TJ,True,False,True,3,5,8,5,8,4
607,A183WYXN12P2TJ,True,False,True,2,9,9,8,7,4
608,ACSS93E03ZUGX,True,False,True,1,5,6,3,9,1
609,ACSS93E03ZUGX,True,False,True,2,7,9,7,9,1
610,ACSS93E03ZUGX,True,False,True,3,4,6,8,6,1
611,ACSS93E03ZUGX,True,False,True,4,7,7,11,10,1
612,ACSS93E03ZUGX,True,False,True,1,4,6,4,10,2
613,ACSS93E03ZUGX,True,False,True,2,8,9,7,8,2
614,ACSS93E03ZUGX,True,False,True,3,3,5,6,10,2
615,ACSS93E03ZUGX,True,False,True,4,5,5,7,12,2
616,ACSS93E03ZUGX,True,False,True,1,3,3,5,10,3
617,ACSS93E03ZUGX,True,False,True,2,8,9,7,9,3
618,ACSS93E03ZUGX,True,False,True,3,4,4,8,8,3
619,ACSS93E03ZUGX,True,False,True,4,7,7,11,10,3
620,ACSS93E03ZUGX,True,False,True,1,3,5,5,10,4
621,ACSS93E03ZUGX,True,False,True,2,8,8,10,9,4
622,ACSS93E03ZUGX,True,False,True,3,6,7,8,10,4
623,ACSS93E03ZUGX,True,False,True,4,5,6,6,12,4
624,A9K0CV70JWG1W,True,False,True,4,8,10,11,10,1
625,A9K0CV70JWG1W,True,False,True,2,11,8,10,9,1
626,A9K0CV70JWG1W,True,False,True,3,3,5,5,6,1
627,A9K0CV70JWG1W,True,False,True,1,4,7,2,10,1
628,A9K0CV70JWG1W,True,False,True,4,6,10,7,12,2
629,A9K0CV70JWG1W,True,False,True,2,11,9,11,8,2
630,A9K0CV70JWG1W,True,False,True,3,9,11,7,10,2
631,A9K0CV70JWG1W,True,False,True,1,3,5,7,10,2
632,A9K0CV70JWG1W,True,False,True,4,6,10,6,12,3
633,A9K0CV70JWG1W,True,False,True,2,9,7,10,9,3
634,A9K0CV70JWG1W,True,False,True,3,9,8,7,10,3
635,A9K0CV70JWG1W,True,False,True,1,1,4,1,9,3
636,A9K0CV70JWG1W,True,False,True,4,8,9,9,10,4
637,A9K0CV70JWG1W,True,False,True,2,11,8,11,9,4
638,A9K0CV70JWG1W,True,False,True,3,7,9,6,8,4
639,A9K0CV70JWG1W,True,False,True,1,3,7,4,10,4
640,A32QBXDPHHSTOD,True,False,True,3,3,5,5,10,1
641,A32QBXDPHHSTOD,True,False,True,1,4,4,6,8,1
642,A32QBXDPHHSTOD,True,False,True,2,9,7,9,8,1
643,A32QBXDPHHSTOD,True,False,True,4,12,10,11,9,1
644,A32QBXDPHHSTOD,True,False,True,3,6,6,7,10,2
645,A32QBXDPHHSTOD,True,False,True,1,4,6,5,12,2
646,A32QBXDPHHSTOD,True,False,True,2,9,6,10,7,2
647,A32QBXDPHHSTOD,True,False,True,4,10,8,9,9,2
648,A32QBXDPHHSTOD,True,False,True,3,6,6,6,10,3
649,A32QBXDPHHSTOD,True,False,True,1,5,7,9,12,3
650,A32QBXDPHHSTOD,True,False,True,2,9,8,7,11,3
651,A32QBXDPHHSTOD,True,False,True,4,11,10,10,10,3
652,A32QBXDPHHSTOD,True,False,True,3,4,5,9,11,4
653,A32QBXDPHHSTOD,True,False,True,1,3,5,7,9,4
654,A32QBXDPHHSTOD,True,False,True,2,9,8,9,11,4
655,A32QBXDPHHSTOD,True,False,True,4,11,10,10,11,4
656,A384DW1A7HI9Z7,True,False,True,2,6,6,6,7,1
657,A384DW1A7HI9Z7,True,False,True,1,2,3,7,11,1
658,A384DW1A7HI9Z7,True,False,True,3,7,7,7,9,1
659,A384DW1A7HI9Z7,True,False,True,4,8,7,9,12,1
660,A384DW1A7HI9Z7,True,False,True,2,4,5,7,7,2
661,A384DW1A7HI9Z7,True,False,True,1,7,6,10,6,2
662,A384DW1A7HI9Z7,True,False,True,3,7,6,10,9,2
663,A384DW1A7HI9Z7,True,False,True,4,9,9,12,11,2
664,A384DW1A7HI9Z7,True,False,True,2,7,7,7,7,3
665,A384DW1A7HI9Z7,True,False,True,1,6,5,8,9,3
666,A384DW1A7HI9Z7,True,False,True,3,9,8,6,9,3
667,A384DW1A7HI9Z7,True,False,True,4,10,8,11,12,3
668,A384DW1A7HI9Z7,True,False,True,2,5,6,7,9,4
669,A384DW1A7HI9Z7,True,False,True,1,7,6,8,10,4
670,A384DW1A7HI9Z7,True,False,True,3,9,7,8,8,4
671,A384DW1A7HI9Z7,True,False,True,4,11,10,11,11,4
672,A2GXS7E934VJQ1,True,False,True,1,6,6,7,10,1
673,A2GXS7E934VJQ1,True,False,True,3,5,6,8,8,1
674,A2GXS7E934VJQ1,True,False,True,4,10,8,10,12,1
675,A2GXS7E934VJQ1,True,False,True,2,9,8,8,9,1
676,A2GXS7E934VJQ1,True,False,True,1,3,5,10,10,2
677,A2GXS7E934VJQ1,True,False,True,3,4,5,6,10,2
678,A2GXS7E934VJQ1,True,False,True,4,9,8,10,10,2
679,A2GXS7E934VJQ1,True,False,True,2,11,9,10,8,2
680,A2GXS7E934VJQ1,True,False,True,1,5,6,6,10,3
681,A2GXS7E934VJQ1,True,False,True,3,3,4,7,10,3
682,A2GXS7E934VJQ1,True,False,True,4,10,9,11,10,3
683,A2GXS7E934VJQ1,True,False,True,2,10,8,12,9,3
684,A2GXS7E934VJQ1,True,False,True,1,3,4,3,9,4
685,A2GXS7E934VJQ1,True,False,True,3,2,3,5,6,4
686,A2GXS7E934VJQ1,True,False,True,4,11,9,11,12,4
687,A2GXS7E934VJQ1,True,False,True,2,10,8,10,9,4
688,A6U2C66WQ7QQN,True,False,True,4,8,8,10,11,1
689,A6U2C66WQ7QQN,True,False,True,3,4,5,5,9,1
690,A6U2C66WQ7QQN,True,False,True,2,10,8,8,7,1
691,A6U2C66WQ7QQN,True,False,True,1,4,6,7,10,1
692,A6U2C66WQ7QQN,True,False,True,4,8,8,11,12,2
693,A6U2C66WQ7QQN,True,False,True,3,6,8,7,9,2
694,A6U2C66WQ7QQN,True,False,True,2,8,7,8,7,2
695,A6U2C66WQ7QQN,True,False,True,1,4,7,5,6,2
696,A6U2C66WQ7QQN,True,False,True,4,8,8,9,12,3
697,A6U2C66WQ7QQN,True,False,True,3,5,7,5,9,3
698,A6U2C66WQ7QQN,True,False,True,2,9,9,7,7,3
699,A6U2C66WQ7QQN,True,False,True,1,4,7,5,9,3
700,A6U2C66WQ7QQN,True,False,True,4,9,9,11,11,4
701,A6U2C66WQ7QQN,True,False,True,3,4,7,6,8,4
702,A6U2C66WQ7QQN,True,False,True,2,9,8,9,9,4
703,A6U2C66WQ7QQN,True,False,True,1,6,8,9,11,4
704,AMG9Y1YLBTKIV,False,True,False,1,3,12,3,3,1
705,AMG9Y1YLBTKIV,False,True,False,3,6,4,6,4,1
706,AMG9Y1YLBTKIV,False,True,False,2,9,6,11,8,1
707,AMG9Y1YLBTKIV,False,True,False,4,3,5,8,9,1
708,AMG9Y1YLBTKIV,False,True,False,1,3,4,7,5,2
709,AMG9Y1YLBTKIV,False,True,False,3,2,4,4,3,2
710,AMG9Y1YLBTKIV,False,True,False,2,8,7,6,6,2
711,AMG9Y1YLBTKIV,False,True,False,4,4,9,5,5,2
712,AMG9Y1YLBTKIV,False,True,False,1,4,6,3,2,3
713,AMG9Y1YLBTKIV,False,True,False,3,2,4,5,5,3
714,AMG9Y1YLBTKIV,False,True,False,2,10,7,6,4,3
715,AMG9Y1YLBTKIV,False,True,False,4,5,5,5,7,3
716,AMG9Y1YLBTKIV,False,True,False,1,3,6,6,4,4
717,AMG9Y1YLBTKIV,False,True,False,3,3,5,6,3,4
718,AMG9Y1YLBTKIV,False,True,False,2,3,6,5,7,4
719,AMG9Y1YLBTKIV,False,True,False,4,4,5,6,9,4
720,A149ROBL26JWPJ,False,True,False,2,8,8,10,4,1
721,A149ROBL26JWPJ,False,True,False,4,9,8,9,9,1
722,A149ROBL26JWPJ,False,True,False,1,7,6,10,3,1
723,A149ROBL26JWPJ,False,True,False,3,8,6,12,5,1
724,A149ROBL26JWPJ,False,True,False,2,10,7,11,6,2
725,A149ROBL26JWPJ,False,True,False,4,10,8,12,5,2
726,A149ROBL26JWPJ,False,True,False,1,9,6,7,4,2
727,A149ROBL26JWPJ,False,True,False,3,7,5,7,3,2
728,A149ROBL26JWPJ,False,True,False,2,10,6,10,8,3
729,A149ROBL26JWPJ,False,True,False,4,10,8,11,7,3
730,A149ROBL26JWPJ,False,True,False,1,9,7,9,2,3
731,A149ROBL26JWPJ,False,True,False,3,8,5,7,3,3
732,A149ROBL26JWPJ,False,True,False,2,9,5,9,7,4
733,A149ROBL26JWPJ,False,True,False,4,10,9,12,9,4
734,A149ROBL26JWPJ,False,True,False,1,7,6,8,5,4
735,A149ROBL26JWPJ,False,True,False,3,8,6,8,4,4
736,A1JO6AY55FG7QU,False,True,False,1,2,5,3,4,1
737,A1JO6AY55FG7QU,False,True,False,2,7,6,6,4,1
738,A1JO6AY55FG7QU,False,True,False,3,4,5,5,3,1
739,A1JO6AY55FG7QU,False,True,False,4,11,8,11,9,1
740,A1JO6AY55FG7QU,False,True,False,1,6,4,4,3,2
741,A1JO6AY55FG7QU,False,True,False,2,7,4,10,8,2
742,A1JO6AY55FG7QU,False,True,False,3,9,5,4,4,2
743,A1JO6AY55FG7QU,False,True,False,4,10,3,8,7,2
744,A1JO6AY55FG7QU,False,True,False,1,6,7,7,2,3
745,A1JO6AY55FG7QU,False,True,False,2,7,6,9,6,3
746,A1JO6AY55FG7QU,False,True,False,3,8,7,10,5,3
747,A1JO6AY55FG7QU,False,True,False,4,12,8,12,5,3
748,A1JO6AY55FG7QU,False,True,False,1,4,6,3,5,4
749,A1JO6AY55FG7QU,False,True,False,2,5,6,6,7,4
750,A1JO6AY55FG7QU,False,True,False,3,7,6,7,3,4
751,A1JO6AY55FG7QU,False,True,False,4,11,7,12,9,4
752,A3S0INU046UTYK,False,True,False,3,3,6,4,3,1
753,A3S0INU046UTYK,False,True,False,1,2,4,2,5,1
754,A3S0INU046UTYK,False,True,False,2,7,7,8,6,1
755,A3S0INU046UTYK,False,True,False,4,5,7,8,7,1
756,A3S0INU046UTYK,False,True,False,3,4,8,4,3,2
757,A3S0INU046UTYK,False,True,False,1,3,5,4,4,2
758,A3S0INU046UTYK,False,True,False,2,6,6,8,4,2
759,A3S0INU046UTYK,False,True,False,4,5,7,10,9,2
760,A3S0INU046UTYK,False,True,False,3,4,5,6,5,3
761,A3S0INU046UTYK,False,True,False,1,3,5,4,3,3
762,A3S0INU046UTYK,False,True,False,2,7,7,8,7,3
763,A3S0INU046UTYK,False,True,False,4,6,7,7,5,3
764,A3S0INU046UTYK,False,True,False,3,5,5,7,4,4
765,A3S0INU046UTYK,False,True,False,1,4,6,5,2,4
766,A3S0INU046UTYK,False,True,False,2,7,7,9,8,4
767,A3S0INU046UTYK,False,True,False,4,7,6,10,9,4
768,A12HZGOZQD5YK7,False,True,False,1,3,8,5,3,1
769,A12HZGOZQD5YK7,False,True,False,3,5,4,6,3,1
770,A12HZGOZQD5YK7,False,True,False,2,8,4,8,7,1
771,A12HZGOZQD5YK7,False,True,False,4,9,10,11,5,1
772,A12HZGOZQD5YK7,False,True,False,1,5,3,5,4,2
773,A12HZGOZQD5YK7,False,True,False,3,6,7,8,4,2
774,A12HZGOZQD5YK7,False,True,False,2,7,6,8,8,2
775,A12HZGOZQD5YK7,False,True,False,4,7,8,9,9,2
776,A12HZGOZQD5YK7,False,True,False,1,5,4,5,5,3
777,A12HZGOZQD5YK7,False,True,False,3,6,7,7,3,3
778,A12HZGOZQD5YK7,False,True,False,2,7,6,8,6,3
779,A12HZGOZQD5YK7,False,True,False,4,12,9,11,9,3
780,A12HZGOZQD5YK7,False,True,False,1,4,5,5,2,4
781,A12HZGOZQD5YK7,False,True,False,3,5,3,7,5,4
782,A12HZGOZQD5YK7,False,True,False,2,8,6,9,4,4
783,A12HZGOZQD5YK7,False,True,False,4,9,6,10,7,4
784,A110JX7PI2TTSS,False,True,False,4,9,10,12,9,1
785,A110JX7PI2TTSS,False,True,False,3,3,7,5,3,1
786,A110JX7PI2TTSS,False,True,False,1,4,7,4,4,1
787,A110JX7PI2TTSS,False,True,False,2,5,5,6,6,1
788,A110JX7PI2TTSS,False,True,False,4,5,6,11,5,2
789,A110JX7PI2TTSS,False,True,False,3,8,7,7,4,2
790,A110JX7PI2TTSS,False,True,False,1,6,3,5,3,2
791,A110JX7PI2TTSS,False,True,False,2,6,6,6,7,2
792,A110JX7PI2TTSS,False,True,False,4,8,9,9,7,3
793,A110JX7PI2TTSS,False,True,False,3,7,6,6,5,3
794,A110JX7PI2TTSS,False,True,False,1,6,6,7,5,3
795,A110JX7PI2TTSS,False,True,False,2,6,5,7,4,3
796,A110JX7PI2TTSS,False,True,False,4,7,6,12,9,4
797,A110JX7PI2TTSS,False,True,False,3,8,5,6,3,4
798,A110JX7PI2TTSS,False,True,False,1,6,7,4,2,4
799,A110JX7PI2TTSS,False,True,False,2,5,6,9,8,4
800,A2W3KKNN3CAY66,False,True,False,3,7,6,8,4,1
801,A2W3KKNN3CAY66,False,True,False,1,8,5,6,3,1
802,A2W3KKNN3CAY66,False,True,False,2,4,4,3,8,1
803,A2W3KKNN3CAY66,False,True,False,4,9,6,11,5,1
804,A2W3KKNN3CAY66,False,True,False,3,10,6,7,3,2
805,A2W3KKNN3CAY66,False,True,False,1,4,4,5,4,2
806,A2W3KKNN3CAY66,False,True,False,2,7,5,5,4,2
807,A2W3KKNN3CAY66,False,True,False,4,10,6,10,9,2
808,A2W3KKNN3CAY66,False,True,False,3,7,5,6,3,3
809,A2W3KKNN3CAY66,False,True,False,1,6,3,8,2,3
810,A2W3KKNN3CAY66,False,True,False,2,7,6,5,7,3
811,A2W3KKNN3CAY66,False,True,False,4,9,8,8,7,3
812,A2W3KKNN3CAY66,False,True,False,3,8,4,9,5,4
813,A2W3KKNN3CAY66,False,True,False,1,5,6,6,5,4
814,A2W3KKNN3CAY66,False,True,False,2,5,8,5,6,4
815,A2W3KKNN3CAY66,False,True,False,4,10,6,12,9,4
816,A3VRD5WTKI0QCQ,False,True,False,1,5,10,8,5,1
817,A3VRD5WTKI0QCQ,False,True,False,4,9,10,11,5,1
818,A3VRD5WTKI0QCQ,False,True,False,2,10,5,12,7,1
819,A3VRD5WTKI0QCQ,False,True,False,3,6,6,6,4,1
820,A3VRD5WTKI0QCQ,False,True,False,1,5,5,6,3,2
821,A3VRD5WTKI0QCQ,False,True,False,4,10,6,10,9,2
